#### Simulations (10)
# Train[0].x #1
97.39706522810718 67.6736634774871
97.39706522810718 0.0
107.894077297556 10.49701206944883
# Train[0].x #9
0.0 0.0
0.0 0.0
33.01019844747339 33.01019844747339
33.01019844747339 0.0
33.01019844747339 0.0
96.34373920975348 63.33354076228009
96.34373920975348 63.33354076228009
96.34373920975348 0.0
109.3344522771063 12.99071306735277
# Train[0].x #10
0.0 0.0
0.0 0.0
14.26583888212128 14.26583888212128
14.26583888212128 0.0
14.26583888212128 0.0
65.40824281369208 51.1424039315708
65.40824281369208 51.1424039315708
65.40824281369208 0.0
74.22009062339424 8.811847809702158
74.22009062339424 0.0
103.850378073736 29.63028745034176
# Gate.len #1
0.0 0.0
0.0 0.0
0.4867443100931105 0.0
0.4867443100931105 1.0
4.462118252961034 1.0
4.462118252961034 2.0
4.462118252961034 2.0
9.158994327874277 2.0
9.158994327874277 3.0
9.158994327874277 3.0
10.73401304062295 3.0
10.73401304062295 4.0
10.73401304062295 4.0
18.32320467812385 4.0
18.32320467812385 5.0
18.32320467812385 5.0
18.87794652706105 5.0
18.87794652706105 4.0
18.87794652706105 4.0
19.69242017122869 4.0
19.69242017122869 5.0
19.69242017122869 5.0
23.3095110908937 5.0
23.3095110908937 6.0
23.3095110908937 6.0
34.46196754215379 6.0
34.46196754215379 5.0
34.46196754215379 5.0
45.82052746819426 5.0
45.82052746819426 4.0
45.82052746819426 4.0
47.42982144824047 4.0
47.42982144824047 5.0
47.42982144824047 5.0
61.72607070532154 5.0
61.72607070532154 6.0
61.72607070532154 6.0
64.67630887016747 6.0
64.67630887016747 5.0
64.67630887016747 5.0
65.66116491105092 5.0
65.66116491105092 6.0
65.66116491105092 6.0
76.85195118639712 6.0
76.85195118639712 5.0
76.85195118639712 5.0
90.67805619662721 5.0
90.67805619662721 4.0
90.67805619662721 4.0
91.86529419102082 4.0
91.86529419102082 5.0
91.86529419102082 5.0
97.32260772510205 5.0
97.32260772510205 6.0
97.32260772510205 6.0
103.5668113598051 6.0
# Gate.len #2
0.0 0.0
0.0 0.0
1.175341002414755 0.0
1.175341002414755 1.0
2.99014695696908 1.0
2.99014695696908 2.0
2.99014695696908 2.0
3.225542164565466 2.0
3.225542164565466 3.0
3.225542164565466 3.0
9.395184549826672 3.0
9.395184549826672 4.0
9.395184549826672 4.0
16.33859646783625 4.0
16.33859646783625 5.0
16.33859646783625 5.0
16.44060002318576 5.0
16.44060002318576 6.0
16.44060002318576 6.0
20.83911541966238 6.0
20.83911541966238 5.0
20.83911541966238 5.0
28.02495461265243 5.0
28.02495461265243 6.0
28.02495461265243 6.0
34.79026632640027 6.0
34.79026632640027 5.0
34.79026632640027 5.0
52.58455315567836 5.0
52.58455315567836 6.0
52.58455315567836 6.0
53.56383614778035 6.0
53.56383614778035 5.0
53.56383614778035 5.0
56.79603676148648 5.0
56.79603676148648 6.0
56.79603676148648 6.0
67.21532941074558 6.0
67.21532941074558 5.0
67.21532941074558 5.0
68.90173027828212 5.0
68.90173027828212 6.0
68.90173027828212 6.0
85.67688634642847 6.0
85.67688634642847 5.0
85.67688634642847 5.0
95.1488583457968 5.0
95.1488583457968 6.0
95.1488583457968 6.0
100.0975947829474 6.0
# Gate.len #3
0.0 0.0
0.0 0.0
1.077761332868907 0.0
1.077761332868907 1.0
2.647386108897081 1.0
2.647386108897081 2.0
2.647386108897081 2.0
2.868241387901936 2.0
2.868241387901936 3.0
2.868241387901936 3.0
13.27127217899444 3.0
13.27127217899444 4.0
13.27127217899444 4.0
17.96829973237577 4.0
17.96829973237577 5.0
17.96829973237577 5.0
22.43196939434049 5.0
22.43196939434049 4.0
22.43196939434049 4.0
23.23183331715621 4.0
23.23183331715621 5.0
23.23183331715621 5.0
40.06485929050607 5.0
40.06485929050607 4.0
40.06485929050607 4.0
41.10398016798575 4.0
41.10398016798575 5.0
41.10398016798575 5.0
57.17424324010423 5.0
57.17424324010423 6.0
57.17424324010423 6.0
59.88467890386594 6.0
59.88467890386594 5.0
59.88467890386594 5.0
74.7038679010154 5.0
74.7038679010154 4.0
74.7038679010154 4.0
80.37360678701103 4.0
80.37360678701103 5.0
80.37360678701103 5.0
84.48780047878736 5.0
84.48780047878736 6.0
84.48780047878736 6.0
92.38917827176985 6.0
92.38917827176985 5.0
92.38917827176985 5.0
103.2361901898141 5.0
# Gate.len #4
0.0 0.0
0.0 0.0
0.8767920593257781 0.0
0.8767920593257781 1.0
6.313515776343337 1.0
6.313515776343337 2.0
6.313515776343337 2.0
7.304568032548272 2.0
7.304568032548272 3.0
7.304568032548272 3.0
14.2485125069325 3.0
14.2485125069325 4.0
14.2485125069325 4.0
17.68102852229349 4.0
17.68102852229349 5.0
17.68102852229349 5.0
22.68004076480862 5.0
22.68004076480862 6.0
22.68004076480862 6.0
24.72873389818629 6.0
24.72873389818629 5.0
24.72873389818629 5.0
29.69701057293883 5.0
29.69701057293883 6.0
29.69701057293883 6.0
41.67635701601317 6.0
41.67635701601317 5.0
41.67635701601317 5.0
45.18320386224007 5.0
45.18320386224007 6.0
45.18320386224007 6.0
55.00240955133846 6.0
55.00240955133846 5.0
55.00240955133846 5.0
60.20848279436859 5.0
60.20848279436859 6.0
60.20848279436859 6.0
68.37706163530162 6.0
68.37706163530162 5.0
68.37706163530162 5.0
68.52066921998367 5.0
68.52066921998367 6.0
68.52066921998367 6.0
85.40217421720659 6.0
85.40217421720659 5.0
85.40217421720659 5.0
86.96991750808434 5.0
86.96991750808434 6.0
86.96991750808434 6.0
102.7095201225478 6.0
# Gate.len #5
0.0 0.0
0.0 0.0
1.262130267161522 0.0
1.262130267161522 1.0
2.426746075899834 1.0
2.426746075899834 2.0
2.426746075899834 2.0
6.905296577216179 2.0
6.905296577216179 3.0
6.905296577216179 3.0
9.108097148126864 3.0
9.108097148126864 4.0
9.108097148126864 4.0
13.5533395917436 4.0
13.5533395917436 5.0
13.5533395917436 5.0
24.95677607430855 5.0
24.95677607430855 4.0
24.95677607430855 4.0
25.93631546054924 4.0
25.93631546054924 5.0
25.93631546054924 5.0
34.78356227436768 5.0
34.78356227436768 6.0
34.78356227436768 6.0
42.8438099778142 6.0
42.8438099778142 5.0
42.8438099778142 5.0
57.95953423500771 5.0
57.95953423500771 4.0
57.95953423500771 4.0
74.28563581424544 4.0
74.28563581424544 3.0
74.28563581424544 3.0
83.58927315226356 3.0
83.58927315226356 4.0
83.58927315226356 4.0
86.56828438973764 4.0
86.56828438973764 3.0
86.56828438973764 3.0
93.09547596108855 3.0
93.09547596108855 4.0
93.09547596108855 4.0
94.39082829645545 4.0
94.39082829645545 5.0
94.39082829645545 5.0
100.3578924314935 5.0
# Gate.len #6
0.0 0.0
0.0 0.0
0.8962691273363327 0.0
0.8962691273363327 1.0
3.589510719113449 1.0
3.589510719113449 2.0
3.589510719113449 2.0
5.886171867921056 2.0
5.886171867921056 3.0
5.886171867921056 3.0
12.2099806355139 3.0
12.2099806355139 4.0
12.2099806355139 4.0
14.13456566968431 4.0
14.13456566968431 5.0
14.13456566968431 5.0
21.13804083976988 5.0
21.13804083976988 4.0
21.13804083976988 4.0
29.67741956382282 4.0
29.67741956382282 5.0
29.67741956382282 5.0
36.69322150487546 5.0
36.69322150487546 4.0
36.69322150487546 4.0
50.48433700920963 4.0
50.48433700920963 5.0
50.48433700920963 5.0
53.33581847798173 5.0
53.33581847798173 4.0
53.33581847798173 4.0
57.40772123102229 4.0
57.40772123102229 5.0
57.40772123102229 5.0
63.85177192151627 5.0
63.85177192151627 6.0
63.85177192151627 6.0
67.18689943345356 6.0
67.18689943345356 5.0
67.18689943345356 5.0
67.94079674888695 5.0
67.94079674888695 6.0
67.94079674888695 6.0
84.59939499905425 6.0
84.59939499905425 5.0
84.59939499905425 5.0
95.29173120686245 5.0
95.30986628269869 6.0
95.30986628269869 6.0
100.065981804003 6.0
# Gate.len #7
0.0 0.0
0.0 0.0
3.147562926263996 0.0
3.147562926263996 1.0
3.340418315317697 1.0
3.340418315317697 2.0
3.340418315317697 2.0
4.183095390762308 2.0
4.183095390762308 3.0
4.183095390762308 3.0
11.76600956863523 3.0
11.76600956863523 4.0
11.76600956863523 4.0
14.23043972640448 4.0
14.23043972640448 5.0
14.23043972640448 5.0
17.1052659676424 5.0
17.1052659676424 4.0
17.1052659676424 4.0
17.5157066680404 4.0
17.5157066680404 5.0
17.5157066680404 5.0
24.84397451589506 5.0
24.84397451589506 6.0
24.84397451589506 6.0
27.83210365576807 6.0
27.83210365576807 5.0
27.83210365576807 5.0
31.53938276214367 5.0
31.53938276214367 6.0
31.53938276214367 6.0
39.00010174755145 6.0
39.00010174755145 5.0
39.00010174755145 5.0
49.90352498563144 5.0
49.90352498563144 4.0
49.90352498563144 4.0
57.16910370674589 4.0
57.16910370674589 5.0
57.16910370674589 5.0
63.52491326406735 5.0
63.52491326406735 4.0
63.52491326406735 4.0
67.5259191535994 4.0
67.5259191535994 5.0
67.5259191535994 5.0
81.28276735227692 5.0
81.28276735227692 4.0
81.28276735227692 4.0
90.33842390569582 4.0
90.33842390569582 5.0
90.33842390569582 5.0
97.30621675271678 5.0
97.30621675271678 4.0
97.30621675271678 4.0
99.16311446319428 4.0
99.16311446319428 5.0
99.16311446319428 5.0
100.0375159587486 5.0
# Gate.len #8
0.0 0.0
0.0 0.0
2.83484381183495 0.0
2.83484381183495 1.0
2.959802946332653 1.0
2.959802946332653 2.0
2.959802946332653 2.0
7.429723218061504 2.0
7.429723218061504 3.0
7.429723218061504 3.0
10.78601582108573 3.0
10.78601582108573 4.0
10.78601582108573 4.0
15.38021192975769 4.0
15.38021192975769 5.0
15.38021192975769 5.0
19.13822554496561 5.0
19.13822554496561 4.0
19.13822554496561 4.0
21.21540346008578 4.0
21.21540346008578 5.0
21.21540346008578 5.0
29.72340175062008 5.0
29.72340175062008 6.0
29.72340175062008 6.0
36.06283819188808 6.0
36.06283819188808 5.0
36.06283819188808 5.0
47.51229117503126 5.0
47.51229117503126 6.0
47.51229117503126 6.0
52.16874142063295 6.0
52.16874142063295 5.0
52.16874142063295 5.0
68.18704939146971 5.0
68.18704939146971 4.0
68.18704939146971 4.0
74.02392720073996 4.0
74.02392720073996 5.0
74.02392720073996 5.0
80.48494773011168 5.0
80.48494773011168 4.0
80.48494773011168 4.0
80.72433794800479 4.0
80.72433794800479 5.0
80.72433794800479 5.0
97.39706522810718 5.0
97.39706522810718 4.0
97.39706522810718 4.0
98.68006844142138 4.0
98.68006844142138 5.0
98.68006844142138 5.0
98.83714575012529 5.0
98.83714575012529 6.0
98.83714575012529 6.0
107.894077297556 6.0
# Gate.len #9
0.0 0.0
0.0 0.0
0.0748562119538233 0.0
0.0748562119538233 1.0
2.622736749452379 1.0
2.622736749452379 2.0
2.622736749452379 2.0
2.862098921986434 2.0
2.862098921986434 3.0
2.862098921986434 3.0
5.132129899889904 3.0
5.132129899889904 4.0
5.132129899889904 4.0
14.30617074667891 4.0
14.30617074667891 5.0
14.30617074667891 5.0
21.20815359713605 5.0
21.20815359713605 4.0
21.20815359713605 4.0
25.81962298314845 4.0
25.81962298314845 5.0
25.81962298314845 5.0
33.01019844747339 5.0
33.01019844747339 6.0
33.01019844747339 6.0
34.08339740900418 6.0
34.08339740900418 5.0
34.08339740900418 5.0
36.14840828129677 5.0
36.14840828129677 6.0
36.14840828129677 6.0
52.56929564574829 6.0
52.56929564574829 5.0
52.56929564574829 5.0
53.25749668993676 5.0
53.25749668993676 6.0
53.25749668993676 6.0
65.81808277644312 6.0
65.81808277644312 5.0
65.81808277644312 5.0
70.46196604191101 5.0
70.46196604191101 6.0
70.46196604191101 6.0
82.55794163566178 6.0
82.55794163566178 5.0
82.55794163566178 5.0
96.34373920975348 5.0
96.34373920975348 4.0
96.34373920975348 4.0
96.7072143018214 4.0
96.7072143018214 5.0
96.7072143018214 5.0
109.3344522771063 5.0
# Gate.len #10
0.0 0.0
0.0 0.0
0.8789555024436071 0.0
0.8789555024436071 1.0
4.192369427809577 1.0
4.192369427809577 2.0
4.192369427809577 2.0
10.46281662757755 2.0
10.46281662757755 3.0
10.46281662757755 3.0
13.97512509201957 3.0
13.97512509201957 4.0
13.97512509201957 4.0
14.26583888212128 4.0
14.26583888212128 5.0
14.26583888212128 5.0
15.90400758514305 5.0
15.90400758514305 6.0
15.90400758514305 6.0
24.30124223549723 6.0
24.30124223549723 5.0
24.30124223549723 5.0
35.85780450600072 5.0
35.85780450600072 4.0
35.85780450600072 4.0
36.13012354551256 4.0
36.13012354551256 5.0
36.13012354551256 5.0
36.68412181603943 5.0
36.68412181603943 6.0
36.68412181603943 6.0
47.50463248408272 6.0
47.50463248408272 5.0
47.50463248408272 5.0
54.70546233181048 5.0
54.70546233181048 6.0
54.70546233181048 6.0
65.40824281369208 6.0
65.40824281369208 5.0
65.40824281369208 5.0
75.50202884566565 5.0
75.50202884566565 6.0
75.50202884566565 6.0
77.87526857658162 6.0
77.87526857658162 5.0
77.87526857658162 5.0
93.42827611547767 5.0
93.42827611547767 4.0
93.42827611547767 4.0
103.850378073736 4.0
