#### Simulations (1)
# dicevalue #1
2763.955408626678 6.0
2763.955408626678 6.0
2788.035925216413 1.0
2812.254343433579 6.0
2812.254343433579 3.0
2834.575423090944 6.0
2834.575423090944 6.0
2860.987749289583 6.0
2860.987749289583 6.0
2885.213404781181 1.0
2885.392788247831 4.0
2909.478923555248 3.0
2909.478923555248 3.0
2933.418870631781 1.0
2959.202333901149 1.0
2959.202333901149 1.0
2990.508912908886 1.0
2990.508912908886 1.0
3014.068383534348 2.0
3014.068383534348 2.0
3037.887728953378 4.0
3037.887728953378 1.0
3062.288130317717 5.0
3062.288130317717 1.0
3086.094862733417 3.0
3086.094862733417 3.0
3109.604759133967 4.0
3109.604759133967 4.0
3132.877698656395 6.0
3156.973731773339 1.0
3181.108787912851 5.0
3205.459288269594 6.0
3205.459288269594 6.0
3230.385267239119 6.0
3230.385267239119 6.0
3252.794127731755 5.0
3275.595059402209 1.0
3275.618137452493 5.0
3299.955926063981 2.0
3299.955926063981 2.0
3322.340883536831 6.0
3347.843549140889 6.0
3347.843549140889 6.0
3371.339566755573 3.0
3371.339566755573 3.0
3395.734986702687 4.0
3395.734986702687 2.0
3419.633019067165 6.0
3419.681031054138 2.0
3442.446396381509 6.0
3442.446396381509 6.0
3466.483302220481 1.0
3466.483302220481 3.0
3490.572398459259 2.0
3490.572398459259 2.0
3511.933494559905 6.0
3511.933494559905 3.0
3535.510930461517 6.0
3566.984441535361 6.0
3566.984441535361 6.0
3588.275142607371 1.0
3588.275142607371 1.0
3612.429354978913 3.0
3612.429354978913 3.0
3636.521568073256 2.0
3636.521568073256 2.0
3662.661435521692 2.0
3662.661435521692 2.0
3683.912468250952 1.0
3683.912468250952 1.0
3706.621229129354 2.0
3706.621229129354 2.0
3731.208136406156 2.0
3731.208136406156 2.0
3755.586970532284 6.0
3755.586970532284 6.0
3777.365919744083 4.0
3777.365919744083 4.0
3801.060050172568 6.0
3801.060050172568 6.0
3824.371793779235 4.0
3824.371793779235 4.0
3844.913197282393 5.0
3844.913197282393 5.0
3867.661664323156 2.0
3867.661664323156 2.0
3892.04731666105 6.0
3915.441311983309 1.0
3938.632391173467 6.0
3938.632391173467 6.0
3960.057624523223 2.0
3960.057624523223 4.0
3984.128746300476 6.0
4008.294649472632 1.0
4008.294649472632 1.0
4031.557677113633 3.0
4031.557677113633 3.0
4052.389897923292 6.0
4076.743839194206 4.0
4078.367980353927 2.0
4102.394147575062 6.0
4125.46606786591 1.0
4125.46606786591 6.0
4149.54717186682 2.0
4173.581478827267 6.0
4173.581478827267 4.0
4197.214737478236 1.0
4220.543201277848 3.0
4220.543201277848 3.0
4243.09750741532 5.0
4243.09750741532 5.0
4267.002853570794 2.0
4291.009100997461 1.0
4314.447244339091 5.0
4314.447244339091 4.0
4337.968562956749 2.0
4337.968562956749 4.0
4362.373553266775 1.0
4362.373553266775 6.0
4387.041978038824 6.0
4387.041978038824 6.0
4410.46137933242 5.0
4432.559568449741 4.0
4456.650032344805 6.0
4456.650032344805 6.0
4481.023279234199 1.0
4481.023279234199 1.0
4505.057415749653 4.0
4505.057415749653 4.0
4532.58425302633 4.0
4532.58425302633 4.0
4556.882848022987 3.0
4581.269570571941 1.0
4581.269570571941 3.0
4604.390240008046 2.0
4628.789632937687 6.0
4651.973525481269 4.0
4651.973525481269 4.0
4675.170173646856 6.0
4675.170173646856 6.0
4698.885216502842 5.0
4698.885216502842 5.0
4720.213822975997 4.0
4720.213822975997 5.0
4744.465986675974 2.0
4768.403103832753 6.0
4768.403103832753 5.0
4792.385104374255 1.0
4792.385104374255 1.0
4815.218637882356 3.0
4815.218637882356 3.0
4839.418654251927 1.0
4839.418654251927 1.0
4863.805158305301 6.0
4863.805158305301 6.0
4887.873024636672 5.0
4887.873024636672 5.0
4911.394240243775 2.0
4935.155554974636 6.0
4935.155554974636 6.0
4958.812266168159 3.0
4958.812266168159 3.0
4982.180777634479 5.0
4982.180777634479 5.0
5006.061072926659 2.0
5029.697254715806 3.0
5052.678706721075 6.0
5052.678706721075 6.0
5076.02558149718 1.0
5076.02558149718 1.0
5097.311696529992 4.0
5097.456615456344 1.0
5123.753697329693 1.0
5123.753697329693 1.0
5147.61604551158 6.0
5147.61604551158 1.0
5172.658669074894 1.0
5172.658669074894 1.0
5194.827547899741 3.0
5194.827547899741 3.0
5217.458767819848 5.0
5240.541397129738 6.0
5240.541397129738 6.0
5265.080130724343 6.0
5265.080130724343 6.0
5289.628760519119 6.0
5289.628760519119 6.0
5313.772211935699 2.0
5313.772211935699 6.0
5337.901314578625 4.0
5337.935103874909 5.0
5361.461696501 2.0
5382.954328247411 5.0
5382.954328247411 5.0
5409.40357814768 5.0
5409.40357814768 5.0
5433.097879603192 1.0
5433.097879603192 1.0
5456.225595098559 6.0
5456.225595098559 3.0
5479.119146110273 2.0
5479.119146110273 2.0
5503.384459733628 6.0
5503.384459733628 3.0
5525.918908349593 6.0
5525.918908349593 6.0
5550.019086820455 1.0
5573.253753005724 6.0
5596.443457749182 3.0
5596.443457749182 3.0
5620.65068142055 6.0
5620.65068142055 6.0
5644.270888328499 1.0
5644.270888328499 1.0
5668.127723923792 2.0
5689.268361516395 6.0
5689.268361516395 3.0
5712.058188310317 4.0
5712.058188310317 4.0
5735.571343345805 2.0
5735.571343345805 4.0
5759.062259418487 2.0
5759.062259418487 5.0
5781.504571329366 2.0
5781.504571329366 3.0
5804.153230906444 6.0
5827.675054683984 2.0
5827.675054683984 2.0
5850.898449072837 6.0
5850.911218532929 4.0
5872.629079933256 5.0
5872.629079933256 3.0
5894.30685281711 6.0
5918.581042683213 1.0
5918.581042683213 2.0
5942.955804290533 6.0
5966.877509769756 3.0
5966.877509769756 3.0
5982.926755995624 5.0
5982.926755995624 5.0
6006.145073145308 6.0
6006.145073145308 6.0
6029.994177325097 2.0
6029.994177325097 2.0
6050.982901940149 6.0
6050.982901940149 6.0
6073.909637646273 3.0
6073.909637646273 3.0
6096.165576706313 5.0
6096.165576706313 1.0
6120.045977856616 5.0
6120.045977856616 2.0
6142.87824567178 3.0
6142.87824567178 1.0
6167.286331376428 6.0
6167.286331376428 6.0
6191.601279777071 5.0
6191.601279777071 5.0
6214.654269810346 2.0
6214.654269810346 2.0
6238.861465167987 6.0
6241.023885481991 6.0
6265.57643527947 6.0
6265.57643527947 6.0
6288.528466861047 4.0
6288.528466861047 4.0
6312.900777688182 6.0
6312.900777688182 3.0
6337.151480444066 1.0
6337.151480444066 1.0
6361.310173379858 4.0
6361.310173379858 4.0
6386.228927079997 4.0
6386.228927079997 4.0
6409.970111721365 3.0
6409.970111721365 3.0
6433.047423281488 2.0
6433.047423281488 2.0
6456.803587565757 5.0
6456.803587565757 5.0
6477.697842419669 1.0
6501.016640778556 2.0
6501.016640778556 2.0
6524.587656364679 1.0
6524.587656364679 1.0
6547.172520352365 5.0
6568.074485474847 2.0
6568.074485474847 2.0
6591.729002916719 6.0
6591.729002916719 6.0
6615.781696277137 5.0
6638.295723269133 4.0
6638.295723269133 4.0
6662.125913489298 6.0
6662.125913489298 3.0
6686.021610310861 6.0
6686.021610310861 1.0
6710.396584803357 6.0
6729.181699481504 2.0
6729.181699481504 2.0
6752.195898415837 6.0
6752.195898415837 6.0
6776.503048175899 2.0
6776.503048175899 2.0
6798.762376541518 4.0
6824.578764170196 4.0
6824.578764170196 4.0
6848.535027975892 1.0
6872.589828278534 6.0
6872.589828278534 4.0
6895.957261226139 6.0
6895.957261226139 6.0
6920.383156243773 6.0
6920.383156243773 6.0
6945.212353104985 6.0
6945.212353104985 6.0
6969.334677577805 1.0
6969.334677577805 4.0
6994.708018601511 4.0
6994.708018601511 4.0
7018.869065597985 6.0
7018.869065597985 4.0
7045.840869616581 4.0
7045.840869616581 4.0
7067.997580591807 1.0
7067.997580591807 1.0
7089.990090078099 6.0
7089.990090078099 6.0
7113.653976099028 2.0
7137.828787023339 6.0
7137.828787023339 2.0
7160.115836788317 6.0
7160.115836788317 4.0
7184.187628808764 2.0
7184.187628808764 6.0
7206.997624084871 3.0
7206.997624084871 3.0
7231.154151857547 6.0
7231.154151857547 6.0
7257.756217078704 6.0
7257.756217078704 6.0
7283.530067008272 6.0
7283.530067008272 6.0
7307.469450409445 1.0
7307.469450409445 1.0
7329.221943496806 4.0
7351.48284911762 6.0
7351.48284911762 3.0
7374.563664384373 4.0
7374.563664384373 4.0
7398.616326354859 6.0
7398.616326354859 6.0
7421.528326814215 3.0
7445.868751655206 1.0
7445.868751655206 1.0
7469.621543102057 6.0
7469.621543102057 6.0
7491.555463434941 5.0
7491.555463434941 5.0
7514.783242992836 2.0
7514.783242992836 2.0
7538.390335443359 6.0
7538.390335443359 6.0
7563.302198597072 6.0
7563.302198597072 6.0
7583.337314616171 3.0
7583.337314616171 3.0
7606.961614256757 6.0
7606.961614256757 4.0
7630.088033743141 2.0
7630.088033743141 2.0
7654.276055929957 1.0
7654.276055929957 3.0
7678.013257401145 2.0
7678.013257401145 2.0
7700.099332640433 3.0
7700.099332640433 3.0
7724.191055557792 1.0
7724.191055557792 1.0
7748.264733581862 6.0
7748.264733581862 6.0
7772.160276620668 3.0
7772.160276620668 3.0
7796.271810062922 5.0
7796.271810062922 5.0
7820.684180107216 6.0
7820.684180107216 6.0
7843.223829195451 4.0
7843.223829195451 4.0
7869.060679432891 4.0
7869.060679432891 4.0
7892.368523648895 1.0
7916.709968382445 6.0
7939.74273628802 3.0
7939.74273628802 3.0
7963.459478609635 2.0
7963.459478609635 2.0
7987.667694610856 6.0
7987.667694610856 6.0
8012.044261751891 1.0
8012.044261751891 1.0
8036.235536304616 6.0
8036.235536304616 6.0
8060.592573893865 2.0
8060.592573893865 2.0
8084.740649769062 6.0
8108.347768336257 4.0
8131.962689980103 6.0
8131.962689980103 6.0
8153.702732298061 2.0
8153.702732298061 5.0
8178.826524419867 5.0
8179.744992538254 6.0
8203.935560763934 1.0
8203.935560763934 6.0
8227.91412927836 1.0
8249.606630930462 4.0
8269.792716326778 5.0
8269.792716326778 5.0
8293.047457668341 6.0
8293.047457668341 6.0
8317.374332826053 3.0
8317.374332826053 5.0
8341.071480872717 6.0
8341.071480872717 6.0
8365.013481285827 4.0
8365.013481285827 4.0
8389.903273109174 4.0
8390.57162038377 1.0
8414.827451401716 3.0
8414.827451401716 2.0
8439.105196544713 4.0
8439.105196544713 4.0
8460.911448177221 2.0
8460.911448177221 2.0
8484.537077353922 5.0
8484.537077353922 5.0
8508.377567637113 2.0
8508.377567637113 2.0
8532.41484120993 3.0
8532.41484120993 3.0
8552.551711872018 4.0
8552.551711872018 4.0
8576.603922455548 6.0
8600.846734531775 4.0
8600.846734531775 4.0
8625.037891158878 6.0
8625.037891158878 6.0
8645.350765079891 1.0
8645.350765079891 1.0
8667.176235432222 6.0
8667.176235432222 6.0
8689.524443039118 4.0
8689.532448820224 5.0
8711.857739633055 2.0
8736.25457832604 6.0
8736.25457832604 6.0
8755.97575223869 2.0
8756.22910626152 6.0
8778.820354712769 3.0
8778.820354712769 3.0
8802.792131690429 4.0
8802.792131690429 4.0
8826.71212126365 1.0
8826.71212126365 4.0
8850.76186515872 5.0
8851.625484587132 2.0
8871.72266020513 6.0
8871.72266020513 4.0
8894.757932942259 6.0
8894.757932942259 3.0
8917.607557211051 6.0
8941.078002901222 3.0
8941.078002901222 3.0
8965.446861861183 4.0
8965.446861861183 4.0
8987.884223180192 6.0
8987.884223180192 3.0
9010.831983183834 6.0
9010.831983183834 6.0
9033.161470446394 3.0
9058.00621570414 3.0
9058.00621570414 3.0
9081.822072843084 5.0
9081.822072843084 5.0
9106.122162230009 3.0
9106.122162230009 6.0
9130.049270025855 3.0
9154.195371593896 1.0
9154.195371593896 3.0
9177.299502354812 6.0
9177.299502354812 6.0
9201.938151930983 6.0
9201.938151930983 6.0
9225.964306113412 3.0
9225.964306113412 6.0
9249.53962259016 5.0
9249.53962259016 5.0
9272.633505180167 3.0
9272.633505180167 3.0
9294.915905967498 6.0
9294.915905967498 6.0
9324.855978694168 6.0
9324.855978694168 6.0
9347.802668506454 5.0
9347.802668506454 5.0
9371.022645598661 1.0
9371.022645598661 5.0
9393.645817647786 1.0
9393.645817647786 4.0
9417.387923053373 2.0
9417.387923053373 2.0
9441.271020978395 1.0
9441.271020978395 1.0
9462.673632820566 6.0
9462.673632820566 5.0
9486.590874256852 4.0
9486.590874256852 6.0
9512.617094162106 6.0
9512.617094162106 6.0
9535.896575674418 5.0
9558.954201415478 4.0
9580.575182445511 6.0
9580.575182445511 6.0
9603.837937757655 4.0
9627.87253577061 5.0
9627.87253577061 5.0
9650.34063194482 3.0
9674.362121185894 1.0
9696.768405198733 5.0
9719.73167904023 2.0
9719.73167904023 6.0
9743.741992271192 1.0
9743.741992271192 3.0
9767.612336861815 6.0
9767.612336861815 6.0
9790.567742438572 1.0
9790.567742438572 1.0
9814.955597460605 6.0
9814.955597460605 6.0
9838.46168512954 1.0
9861.380006224974 4.0
9861.380006224974 4.0
9885.289324437059 3.0
9885.289324437059 5.0
9908.81725118048 1.0
9908.81725118048 1.0
9932.933032242487 6.0
9932.933032242487 6.0
9955.899748358139 3.0
9955.899748358139 3.0
9979.960468253976 6.0
9979.960468253976 6.0
10002.80429405409 3.0
10025.36009179426 1.0
10025.36009179426 1.0
10049.47847678046 4.0
10049.47847678046 4.0
10073.51385322057 1.0
10097.33882280445 2.0
10097.33882280445 1.0
10120.15721632162 4.0
10120.15721632162 4.0
10143.02338775719 1.0
10165.09597570537 6.0
10165.09597570537 6.0
10189.09884078766 1.0
10189.09884078766 1.0
10211.3216445214 2.0
10211.3216445214 1.0
10234.71455439286 6.0
10258.95727820247 2.0
10258.95727820247 2.0
10285.3797247919 2.0
10287.09676143656 6.0
10310.83392052679 1.0
10311.17136356502 6.0
10335.40055306213 4.0
10335.40055306213 5.0
10358.59147536711 4.0
10358.59147536711 4.0
10382.91282272276 6.0
10382.91282272276 6.0
10407.189240685 5.0
10407.189240685 5.0
10431.15194008977 1.0
10431.15194008977 1.0
10454.10206373304 5.0
10454.10206373304 5.0
10475.85818522644 4.0
10475.85818522644 4.0
10499.21663992368 6.0
10523.20199543505 3.0
10523.20199543505 5.0
10547.48069189716 3.0
10547.48069189716 3.0
10569.5989935147 1.0
10593.4444937653 6.0
10593.4444937653 6.0
10616.81352678659 4.0
10616.81352678659 4.0
10640.55424245248 1.0
10640.55424245248 1.0
10663.29488707819 4.0
10663.29488707819 4.0
10687.68963391192 5.0
10687.68963391192 5.0
10711.4100099013 1.0
10711.4100099013 5.0
10735.80146412745 1.0
10735.80146412745 2.0
10760.1662585159 6.0
10760.1662585159 6.0
10784.15488818969 4.0
10784.15488818969 4.0
10807.72102657463 6.0
10807.72102657463 6.0
10831.71705861621 5.0
10854.17337093503 3.0
10854.17337093503 3.0
10877.97535912459 6.0
10902.27393249407 4.0
10902.27393249407 4.0
10926.15866342056 6.0
10950.49956751186 2.0
10974.71926675574 6.0
10974.71926675574 2.0
10999.03077518617 1.0
10999.03077518617 3.0
11023.42636745983 4.0
11023.42636745983 2.0
11047.22621303201 6.0
11047.22621303201 3.0
11073.28392801155 3.0
11073.28392801155 3.0
11099.78151765354 3.0
11101.81389237083 1.0
11124.82701247153 6.0
11149.06369703028 3.0
11149.06369703028 3.0
11172.10396819453 6.0
11172.10396819453 6.0
11195.66592514933 2.0
11195.66592514933 5.0
11219.95005694892 3.0
11219.95005694892 3.0
11242.84760792661 6.0
11264.6380220212 4.0
11264.6380220212 5.0
11288.52336125509 6.0
11288.52336125509 6.0
11312.64457855028 4.0
11312.64457855028 4.0
11336.44762644479 5.0
11336.44762644479 5.0
11360.38103014462 6.0
11360.38103014462 6.0
11384.14151624458 2.0
11384.14151624458 4.0
11407.88996054996 2.0
11433.82911853916 2.0
11433.82911853916 2.0
11457.86771334749 1.0
11481.1871304726 5.0
11481.1871304726 5.0
11505.03805954751 6.0
11505.03805954751 6.0
11532.26884696969 6.0
11532.26884696969 6.0
11554.10513731456 4.0
11554.10513731456 5.0
11577.30384863916 6.0
11577.30384863916 6.0
11601.40984443612 2.0
11602.7719443678 1.0
11625.16446411624 6.0
11625.32030803934 2.0
11649.69253811671 5.0
11649.69253811671 3.0
11673.71568007768 5.0
11697.28759184399 4.0
11697.28759184399 4.0
11721.67653813839 2.0
11721.67653813839 2.0
11745.6460614943 6.0
11745.6460614943 5.0
11769.68363122439 6.0
11792.9570347717 3.0
11792.9570347717 3.0
11817.30042969934 1.0
11841.4671865499 4.0
11841.4671865499 4.0
11865.25058343238 6.0
11865.25058343238 6.0
11887.3490978802 1.0
11909.32788045946 5.0
11909.32788045946 2.0
11932.8350498864 6.0
11932.8350498864 6.0
11956.38595585949 1.0
11956.38595585949 1.0
11980.45745230484 3.0
11980.45745230484 3.0
12003.6579445918 4.0
12003.6579445918 4.0
12026.26749017692 3.0
12026.26749017692 3.0
12050.50078910506 1.0
12050.50078910506 1.0
12074.41698475877 2.0
12075.34283360619 3.0
12098.62212540916 6.0
12098.62212540916 4.0
12122.90219258712 2.0
12150.96571545562 2.0
12150.96571545562 2.0
12175.2813124455 5.0
12175.2813124455 5.0
12199.70366213681 5.0
12200.11669407357 6.0
12224.06103717202 3.0
12224.06103717202 6.0
12248.27197001564 5.0
12248.27197001564 5.0
12271.83364158481 6.0
12271.83364158481 6.0
12296.05345370703 1.0
12296.05345370703 1.0
12320.04266319771 4.0
12320.04266319771 4.0
12343.88273038557 1.0
12343.88273038557 6.0
12367.97202435616 2.0
12367.97202435616 2.0
12391.53471944016 1.0
12391.53471944016 3.0
12414.47265741193 6.0
12435.34386436504 1.0
12459.72235724509 5.0
12459.72235724509 5.0
12483.61860778852 2.0
12483.61860778852 2.0
12507.72493259921 6.0
12508.02688128732 1.0
12531.91400786026 3.0
12531.91400786026 3.0
12556.25778464696 5.0
12580.0354349256 4.0
12580.0354349256 4.0
12606.93176881469 4.0
12606.93176881469 4.0
12632.52601771682 4.0
12634.45431651694 2.0
12657.57438606655 6.0
12657.57438606655 6.0
12681.75966724819 1.0
12681.75966724819 2.0
12705.44102313732 3.0
12705.44102313732 3.0
12729.786929945 6.0
12729.786929945 6.0
12753.79301199664 3.0
12753.79301199664 3.0
12778.2732364856 3.0
12778.2732364856 3.0
12803.88570286175 3.0
12803.88570286175 3.0
12827.89536019788 6.0
12852.66472831912 6.0
12852.66472831912 6.0
12873.28016015206 3.0
12873.28016015206 3.0
12896.51581340309 6.0
12919.37547967895 5.0
12943.45043742512 3.0
12943.45043742512 3.0
12967.86449169391 2.0
12967.86449169391 2.0
12992.36889034076 2.0
12992.36889034076 2.0
13015.95308430025 3.0
13015.95308430025 1.0
13040.35963036851 3.0
13040.35963036851 3.0
13064.76032379981 6.0
13064.76032379981 3.0
13087.76128501243 6.0
13087.76128501243 6.0
13111.39256583867 4.0
13111.39256583867 6.0
13134.83378177139 4.0
13159.20838581728 3.0
13159.20838581728 3.0
13183.20317551227 6.0
13183.20317551227 2.0
13207.37657656976 3.0
13207.37657656976 3.0
13230.92160544322 5.0
13255.151799705 2.0
13255.151799705 3.0
13279.3900897241 1.0
13279.3900897241 1.0
13302.51632276248 5.0
13302.51632276248 5.0
13326.12332332372 2.0
13326.12332332372 2.0
13349.87117265486 6.0
13349.87117265486 6.0
13373.13387956489 2.0
13373.46618681814 6.0
13395.97656002668 2.0
13395.97656002668 2.0
13421.028390971 2.0
13421.028390971 2.0
13444.76805230289 5.0
13444.76805230289 3.0
13469.01083695828 6.0
13469.01083695828 1.0
13489.29352758043 6.0
13489.85510330889 1.0
13514.04969627484 5.0
13514.04969627484 2.0
13539.41809243847 2.0
13540.83874805556 1.0
13564.51554912766 4.0
13588.89280944108 3.0
13588.89280944108 4.0
13612.44042614078 6.0
13612.44042614078 6.0
13635.87326919251 5.0
13635.87326919251 6.0
13659.64948944452 1.0
13659.64948944452 6.0
13683.49628968377 3.0
13707.76727261884 5.0
13707.76727261884 5.0
13731.81439609365 4.0
13731.81439609365 4.0
13754.95012320569 6.0
13754.95012320569 6.0
13777.04746319327 1.0
13777.04746319327 1.0
13801.14484877028 5.0
13801.14484877028 5.0
13824.22236937061 1.0
13824.22236937061 1.0
13847.19302202256 4.0
13847.19302202256 3.0
13869.86764907385 1.0
13869.86764907385 1.0
13893.67263407744 6.0
13893.67263407744 6.0
13915.67523659304 1.0
13915.67523659304 2.0
13939.08229388001 1.0
13939.08229388001 1.0
13963.17734945419 6.0
13963.17734945419 6.0
13988.50643874439 6.0
13988.50643874439 6.0
14012.29468689188 4.0
14012.29468689188 4.0
14036.27683364728 5.0
14036.27683364728 5.0
14060.6522019395 4.0
14060.6522019395 4.0
14085.69859688407 4.0
14086.50723684572 2.0
14110.64772168551 5.0
14110.64772168551 3.0
14133.42764869955 1.0
14133.42764869955 3.0
14157.78684731751 6.0
14157.78684731751 6.0
14180.39760163119 1.0
14180.39760163119 1.0
14204.26510317225 3.0
14204.26510317225 3.0
14227.63166918439 4.0
14228.99949544325 5.0
14228.99949544325 5.0
14252.85376385515 3.0
14252.85376385515 6.0
14275.91805090399 2.0
14275.91805090399 2.0
14301.96822620895 2.0
14301.96822620895 2.0
14325.60948712066 3.0
14325.60948712066 3.0
14349.71155376855 4.0
14349.71155376855 4.0
14371.80488125317 6.0
14371.80488125317 6.0
14395.7305332243 1.0
14395.7305332243 6.0
14417.29413060905 4.0
14417.29413060905 5.0
14441.55227860508 4.0
14443.77139685654 1.0
14466.29626430876 6.0
14466.38679652499 1.0
14489.61149352596 5.0
14489.61149352596 5.0
14512.72962345266 6.0
14512.72962345266 6.0
14537.29303779723 6.0
14537.29303779723 6.0
14561.69062844679 3.0
14585.28889774646 6.0
14585.28889774646 4.0
14606.82507278184 1.0
14629.912941974 6.0
14629.912941974 2.0
14653.90951764868 6.0
14675.30772061528 4.0
14675.30772061528 4.0
14698.77523237492 6.0
14698.77523237492 6.0
14724.66986679768 6.0
14724.66986679768 6.0
14747.76192485691 1.0
14747.76192485691 1.0
14769.98517620742 6.0
14770.13580166343 4.0
14794.25451465964 6.0
14794.25451465964 6.0
14818.04130054468 5.0
14818.04130054468 5.0
14842.42296698643 1.0
14867.9237298682 1.0
14867.9237298682 1.0
14891.39303038461 4.0
14891.39303038461 3.0
14914.22566015753 6.0
14914.22566015753 6.0
14939.8163665823 6.0
14939.8163665823 6.0
14963.7646209578 2.0
14964.03920651218 6.0
14985.23370839804 4.0
14985.23370839804 5.0
15009.57339404157 1.0
15009.57339404157 1.0
15032.80475048628 5.0
15032.80475048628 5.0
15056.27667612176 2.0
15056.27667612176 2.0
15078.28982343211 6.0
15078.28982343211 6.0
15100.38290954581 2.0
15124.49775217905 6.0
15124.49775217905 6.0
15147.77686858899 4.0
15147.77686858899 4.0
15171.19287714309 3.0
15171.19287714309 3.0
15193.69026946566 6.0
