#### Simulations (10)
# numof(Client) #1
2.34227952761733 2.0
2.548067134400825 2.0
2.548067134400825 3.0
2.779367845293347 3.0
2.779367845293347 2.0
3.323750871250525 2.0
3.323750871250525 3.0
3.483445996696403 3.0
3.483445996696403 2.0
4.2013264482148 2.0
4.2013264482148 1.0
4.629896904083747 1.0
4.629896904083747 2.0
4.840100959977935 2.0
4.840100959977935 1.0
4.96570182356996 1.0
4.96570182356996 2.0
5.097930530045399 2.0
5.097930530045399 3.0
5.282718184559054 3.0
5.282718184559054 4.0
5.447889123905392 4.0
5.447889123905392 3.0
5.609499420708257 3.0
5.609499420708257 4.0
5.843247247408561 4.0
5.843247247408561 3.0
5.990525626564594 3.0
5.990525626564594 2.0
6.17552218256802 2.0
6.17552218256802 3.0
6.184276665073186 3.0
6.184276665073186 4.0
6.203297658500229 4.0
6.203297658500229 3.0
6.592130488664747 3.0
6.592130488664747 4.0
6.948125895316253 4.0
6.948125895316253 3.0
6.95746215709523 3.0
6.95746215709523 4.0
7.264392882959144 4.0
7.264392882959144 5.0
7.520730618694649 5.0
7.520730618694649 4.0
8.026317769229289 4.0
8.026317769229289 5.0
8.15112639042853 5.0
8.15112639042853 4.0
8.29662494111427 4.0
8.29662494111427 5.0
8.333256000130675 5.0
8.335191573439085 6.0
8.335191573439085 6.0
8.555779628436996 6.0
8.555779628436996 5.0
8.88320604281619 5.0
8.88320604281619 4.0
8.932410067930775 4.0
8.932410067930775 3.0
9.154776373166227 3.0
9.154776373166227 4.0
9.234859864537212 4.0
9.234859864537212 5.0
9.314552556528207 5.0
9.314552556528207 6.0
9.329301802469432 6.0
9.331024147082175 7.0
9.331024147082175 7.0
9.381160736790852 7.0
9.381388002117607 6.0
9.381388002117607 6.0
9.446810251217043 6.0
9.446810251217043 7.0
9.464874921780185 7.0
9.464874921780185 6.0
10.04409468237078 6.0
# numof(Client) #3
0.0 0.0
0.0 0.0
0.2940962724402506 0.0
0.2940962724402506 1.0
1.231724632358949 1.0
1.231724632358949 2.0
1.319513588289708 2.0
1.319513588289708 3.0
1.688852698332103 3.0
1.688852698332103 2.0
1.737750590397978 2.0
1.737750590397978 1.0
1.837197682874431 1.0
1.837197682874431 2.0
3.02632610857273 2.0
3.02632610857273 1.0
3.307606583044247 1.0
3.307606583044247 2.0
3.35538142713889 2.0
3.35538142713889 1.0
3.488331254618258 1.0
3.488331254618258 2.0
3.507595795369256 2.0
3.507595795369256 3.0
3.93723697941081 3.0
3.93723697941081 2.0
4.047512124004157 2.0
4.047512124004157 1.0
4.602791644691993 1.0
4.602791644691993 2.0
4.729994699624038 2.0
4.729994699624038 3.0
4.949159491594176 3.0
4.949159491594176 4.0
5.029107766587162 4.0
5.029107766587162 5.0
5.248555867586226 5.0
5.248555867586226 4.0
5.504861737108569 4.0
5.504861737108569 3.0
5.583715299647475 3.0
5.583715299647475 2.0
5.703388064945817 2.0
5.703388064945817 3.0
6.401975499340061 3.0
6.403157497432216 4.0
6.403157497432216 4.0
6.605031829855291 4.0
6.605031829855291 3.0
6.878571635598245 3.0
6.878571635598245 2.0
7.097216806930901 2.0
7.097216806930901 1.0
7.348014972470388 1.0
7.348014972470388 0.0
7.838867173372591 0.0
7.838867173372591 1.0
8.45519554763887 1.0
8.45519554763887 0.0
10.10155645479627 0.0
# numof(Client) #4
0.0 0.0
0.0 0.0
0.8896818586212301 0.0
0.8896818586212301 1.0
0.9259821239131977 1.0
0.9259821239131977 2.0
1.997722432321218 2.0
1.997722432321218 1.0
2.232134423445142 1.0
2.232134423445142 2.0
2.250041687980079 2.0
2.250041687980079 3.0
2.265797620545768 3.0
2.265797620545768 4.0
2.759104440134569 4.0
2.759104440134569 5.0
2.843435926904287 5.0
2.843435926904287 6.0
2.945216026045419 6.0
2.945216026045419 7.0
3.154134929529108 7.0
3.154134929529108 8.0
3.262004853956137 8.0
3.262004853956137 9.0
3.53550632829739 9.0
3.53550632829739 8.0
3.561823796352153 8.0
3.561823796352153 9.0
3.604727006468953 9.0
3.604727006468953 10.0
3.617108238639484 10.0
3.617108238639484 9.0
3.677590277398949 9.0
3.677590277398949 8.0
3.693770171863909 8.0
3.693770171863909 7.0
3.889033925616357 7.0
3.889033925616357 6.0
3.99252845845382 6.0
3.99252845845382 5.0
4.14367639343926 5.0
4.14367639343926 4.0
4.269084316776156 4.0
4.269084316776156 5.0
4.424597628962744 5.0
4.424597628962744 6.0
4.642796761606092 6.0
4.642796761606092 7.0
4.882554087083681 7.0
4.882554087083681 6.0
4.997660439429066 6.0
4.997660439429066 7.0
5.148337893129526 7.0
5.148337893129526 6.0
5.292427438562846 6.0
5.292427438562846 7.0
5.612561783591943 7.0
5.612561783591943 6.0
5.71611912812282 6.0
5.71611912812282 7.0
5.816691541926349 7.0
5.816691541926349 6.0
6.035842610364588 6.0
6.035842610364588 5.0
6.136399916836009 5.0
6.136399916836009 4.0
6.335005999809214 4.0
6.335005999809214 5.0
6.523462760831259 5.0
6.523462760831259 4.0
6.607561997377108 4.0
6.607561997377108 5.0
6.878997830799586 5.0
6.878997830799586 4.0
7.043622086627196 4.0
7.043622086627196 3.0
7.1336548509905 3.0
7.1336548509905 2.0
7.548821441109347 2.0
7.548821441109347 3.0
7.660184244995999 3.0
7.660184244995999 4.0
7.94112263704516 4.0
7.94112263704516 5.0
7.945113369746496 5.0
7.945113369746496 4.0
8.041951931863766 4.0
8.041951931863766 5.0
8.046232530482495 5.0
8.046232530482495 6.0
8.725261490877312 6.0
8.725261490877312 7.0
8.729521803880298 7.0
8.729521803880298 8.0
8.870404460985574 8.0
8.870404460985574 7.0
8.89554998148616 7.0
8.89554998148616 6.0
8.912318419517655 6.0
8.912318419517655 7.0
8.925502571935867 7.0
8.925502571935867 6.0
9.060845633174894 6.0
9.060845633174894 7.0
9.192559858019335 7.0
9.192559858019335 6.0
9.58530021930659 6.0
9.58530021930659 5.0
9.758833393904903 5.0
9.758833393904903 4.0
9.874798676990942 4.0
9.874798676990942 3.0
9.97951413676516 3.0
9.97951413676516 2.0
10.20064055855245 2.0
# numof(Client) #5
0.0 0.0
0.0 0.0
0.1745699874788693 0.0
0.1745699874788693 1.0
0.3001019205465328 1.0
0.3001019205465328 2.0
0.9534290116075712 2.0
0.9534290116075712 3.0
1.523971913832249 3.0
1.523971913832249 4.0
1.598647000890975 4.0
1.598647000890975 3.0
1.783836349132115 3.0
1.783836349132115 4.0
2.505737283393652 4.0
2.505737283393652 5.0
2.547509277608603 5.0
2.547509277608603 6.0
2.649451085735652 6.0
2.649451085735652 5.0
2.678159470425278 5.0
2.678159470425278 6.0
2.781772792351465 6.0
2.781772792351465 5.0
3.085997152922221 5.0
3.085997152922221 4.0
3.160960967147604 4.0
3.160960967147604 3.0
4.193225673086539 3.0
4.193225673086539 2.0
4.199624064848024 2.0
4.199624064848024 1.0
4.416954756258506 1.0
4.416954756258506 2.0
4.516270185343203 2.0
4.516270185343203 3.0
5.375716195556905 3.0
5.375716195556905 4.0
5.547369815860732 4.0
5.547369815860732 3.0
5.691207161535758 3.0
5.691207161535758 2.0
5.69497383905466 2.0
5.69497383905466 3.0
6.30708560045965 3.0
6.30708560045965 4.0
6.558728137973791 4.0
6.558728137973791 5.0
6.629601961321114 5.0
6.629601961321114 4.0
7.316216793957111 4.0
7.316216793957111 3.0
7.3610838772965 3.0
7.3610838772965 4.0
7.733486049382728 4.0
7.733486049382728 5.0
8.112894492086431 5.0
8.112894492086431 4.0
8.359557125451529 4.0
8.359557125451529 3.0
8.393135681020931 3.0
8.393135681020931 2.0
8.601803468774436 2.0
8.601803468774436 3.0
8.691295901359995 3.0
8.691295901359995 2.0
10.10262900294005 2.0
# numof(Client) #6
0.0 0.0
0.0 0.0
0.9425546779767597 0.0
0.9425546779767597 1.0
1.963037875687054 1.0
1.963037875687054 2.0
2.220827031297611 2.0
2.220827031297611 3.0
2.605837327236388 3.0
2.605837327236388 2.0
2.834099583558123 2.0
2.834099583558123 1.0
3.034454502163241 1.0
3.034454502163241 2.0
3.468798091665757 2.0
3.468798091665757 1.0
3.576630989707168 1.0
3.576630989707168 0.0
4.579005497877605 0.0
4.579005497877605 1.0
4.87995193294807 1.0
4.87995193294807 2.0
4.928155400138458 2.0
4.928155400138458 1.0
5.602611046893642 1.0
5.602611046893642 2.0
5.874532037472975 2.0
5.874532037472975 1.0
6.271756919790411 1.0
6.271756919790411 2.0
6.597491960303221 2.0
6.597491960303221 3.0
7.14336899120952 3.0
7.14336899120952 2.0
7.192147194652475 2.0
7.192147194652475 1.0
7.476750063283014 1.0
7.476750063283014 2.0
7.718642794817269 2.0
7.718642794817269 1.0
7.862878881696544 1.0
7.862878881696544 2.0
7.934195702650538 2.0
7.934195702650538 3.0
8.33941853010499 3.0
8.33941853010499 2.0
8.726172847429837 2.0
8.726172847429837 3.0
9.081255447488422 3.0
9.081255447488422 2.0
9.596820329559344 2.0
9.596820329559344 3.0
9.607417328685795 3.0
9.607417328685795 4.0
9.63749546122457 4.0
9.63749546122457 5.0
9.764229690354984 5.0
9.764229690354984 4.0
10.15617995313264 4.0
# numof(Client) #7
0.0 0.0
0.0 0.0
1.189549688931521 0.0
1.189549688931521 1.0
1.425635237109492 1.0
1.425635237109492 2.0
1.596433690279374 2.0
1.596433690279374 3.0
1.692420969007359 3.0
1.692420969007359 4.0
2.008133647659187 4.0
2.008133647659187 5.0
2.15916155000601 5.0
2.15916155000601 6.0
2.32242509919522 6.0
2.32242509919522 5.0
2.586346234113599 5.0
2.586346234113599 4.0
2.909657281889023 4.0
2.909657281889023 3.0
3.050982624157516 3.0
3.050982624157516 2.0
3.632943036833443 2.0
3.632943036833443 3.0
3.696239774146145 3.0
3.696239774146145 4.0
3.907637276593274 4.0
3.907637276593274 3.0
3.988413239435654 3.0
3.988413239435654 4.0
4.224200664472054 4.0
4.224200664472054 3.0
4.465344246618022 3.0
4.465344246618022 4.0
4.819069285338192 4.0
4.819069285338192 5.0
4.838126742411033 5.0
4.838126742411033 6.0
4.998539960850409 6.0
4.998539960850409 7.0
5.145833534737203 7.0
5.145833534737203 8.0
5.422565309768676 8.0
5.422565309768676 7.0
5.465122685407816 7.0
5.465122685407816 8.0
5.508084091339751 8.0
5.508084091339751 9.0
5.516054221792152 9.0
5.516054221792152 8.0
5.813043836502425 8.0
5.813043836502425 7.0
5.95058308619555 7.0
5.95058308619555 6.0
6.038420400993443 6.0
6.038420400993443 5.0
6.797237339831882 5.0
6.797237339831882 6.0
6.903058030877452 6.0
6.903058030877452 7.0
7.086586908913851 7.0
7.086586908913851 6.0
7.095601517215386 6.0
7.095601517215386 5.0
7.175355628515715 5.0
7.175355628515715 4.0
7.33761055901471 4.0
7.33761055901471 5.0
7.656795272316759 5.0
7.656795272316759 4.0
7.727926341516648 4.0
7.727926341516648 3.0
8.311270467726294 3.0
8.311270467726294 2.0
8.577719527938976 2.0
8.577719527938976 1.0
8.984692701823125 1.0
8.984692701823125 0.0
9.147503864825508 0.0
9.147503864825508 1.0
9.25809100178872 1.0
9.25809100178872 2.0
9.96276254530825 2.0
9.96276254530825 1.0
10.19833578274266 1.0
# numof(Client) #8
0.0 0.0
0.0 0.0
0.08840850840318015 0.0
0.08840850840318015 1.0
0.3874094132099185 1.0
0.3874094132099185 2.0
0.856670577152695 2.0
0.856670577152695 3.0
0.8956044513828215 3.0
0.8956044513828215 2.0
1.162722149057175 2.0
1.162722149057175 3.0
1.539267154407581 3.0
1.539267154407581 4.0
1.553129815911604 4.0
1.553129815911604 5.0
1.563995920444577 5.0
1.563995920444577 6.0
1.7104595669556 6.0
1.7104595669556 5.0
1.79147100686376 5.0
1.79147100686376 6.0
1.828337998991243 6.0
1.828337998991243 7.0
2.023091912706094 7.0
2.023091912706094 8.0
2.392174722242402 8.0
2.392174722242402 7.0
2.445147764843855 7.0
2.445147764843855 6.0
2.740730669787203 6.0
2.740730669787203 5.0
2.902611589741869 5.0
2.902611589741869 4.0
3.205979701779643 4.0
3.205979701779643 3.0
3.621531810635044 3.0
3.621531810635044 2.0
4.372871632002038 2.0
4.372871632002038 1.0
4.666620836092153 1.0
4.666620836092153 0.0
4.755609973493943 0.0
4.755609973493943 1.0
5.126178482940943 1.0
5.126178482940943 2.0
5.258520820063008 2.0
5.258520820063008 3.0
5.607246607141548 3.0
5.607246607141548 4.0
5.73530486795804 4.0
5.73530486795804 3.0
5.945133604489087 3.0
5.945133604489087 2.0
6.022206936546195 2.0
6.022206936546195 3.0
6.109494849555339 3.0
6.109494849555339 4.0
6.553622665375489 4.0
6.553622665375489 3.0
6.560971453284321 3.0
6.560971453284321 4.0
6.604378494305348 4.0
6.604378494305348 3.0
6.620113952704107 3.0
6.620113952704107 2.0
6.895795898878647 2.0
6.895795898878647 1.0
6.909783430838832 1.0
6.909783430838832 2.0
7.045260896173658 2.0
7.045260896173658 3.0
7.051350633091995 3.0
7.051350633091995 2.0
7.333050953198578 2.0
7.333050953198578 3.0
7.618461268518311 3.0
7.618461268518311 4.0
7.658705751006203 4.0
7.658705751006203 5.0
7.809493210024129 5.0
7.809493210024129 6.0
8.123193575901468 6.0
8.123193575901468 5.0
8.363754151656764 5.0
8.363754151656764 4.0
8.475367816110785 4.0
8.475367816110785 3.0
9.115785049623408 3.0
9.115785049623408 4.0
9.364175389809333 4.0
9.364175389809333 5.0
9.568423931138243 5.0
9.568423931138243 6.0
9.84150053665101 6.0
9.84150053665101 7.0
9.853834121649419 7.0
9.853834121649419 6.0
9.865502656604516 6.0
9.865502656604516 5.0
10.00411336248049 5.0
# numof(Client) #9
0.0 0.0
0.0 0.0
1.305881793906499 0.0
1.305881793906499 1.0
1.317425034434735 1.0
1.317425034434735 2.0
3.506712444458782 2.0
3.506712444458782 3.0
3.684526642202272 3.0
3.684526642202272 4.0
4.03530049002166 4.0
4.03530049002166 5.0
4.235276318980533 5.0
4.235276318980533 6.0
4.25784718397735 6.0
4.25784718397735 5.0
4.540922228559348 5.0
4.540922228559348 6.0
4.712598917351576 6.0
4.712598917351576 5.0
4.722413107518668 5.0
4.722413107518668 6.0
4.794489934723202 6.0
4.794489934723202 7.0
4.881568230420466 7.0
4.881568230420466 6.0
5.042742448764609 6.0
5.042742448764609 7.0
5.32820550640828 7.0
5.32820550640828 6.0
5.451535984783191 6.0
5.451535984783191 5.0
5.512279572212303 5.0
5.512279572212303 6.0
5.667022064822864 6.0
5.667022064822864 5.0
6.150665262435166 5.0
6.150929884985971 6.0
6.150929884985971 6.0
6.253776019105903 6.0
6.253776019105903 7.0
6.582023595236474 7.0
6.582023595236474 6.0
6.737541122620859 6.0
6.737541122620859 5.0
6.753220506237772 5.0
6.753220506237772 4.0
7.021166249973048 4.0
7.021166249973048 3.0
7.538336865559848 3.0
7.538336865559848 2.0
7.549697689937297 2.0
7.549697689937297 3.0
7.956007299809316 3.0
7.956007299809316 4.0
8.20426762151259 4.0
8.20426762151259 3.0
8.300334202745605 3.0
8.300334202745605 4.0
8.527868113047592 4.0
8.527868113047592 3.0
8.824839677201066 3.0
8.824839677201066 4.0
9.072143659724965 4.0
9.072143659724965 3.0
9.583035680416419 3.0
9.583035680416419 2.0
9.763298901685557 2.0
9.763298901685557 1.0
10.33036493921182 1.0
# numof(Client) #10
0.0 0.0
0.0 0.0
0.5911332416796155 0.0
0.5911332416796155 1.0
1.792026941819429 1.0
1.792026941819429 2.0
1.92545035634312 2.0
1.92545035634312 3.0
1.976251006462104 3.0
1.976251006462104 4.0
2.458004967576837 4.0
2.458004967576837 3.0
2.534763248877966 3.0
2.534763248877966 2.0
2.558118594016779 2.0
2.558118594016779 3.0
2.702389611860414 3.0
2.702389611860414 4.0
2.791448316001885 4.0
2.791448316001885 3.0
3.152637740353142 3.0
3.152637740353142 4.0
3.227109155014856 4.0
3.227109155014856 3.0
3.433887024847068 3.0
3.433887024847068 4.0
3.575781233697919 4.0
3.575781233697919 3.0
3.643995153492882 3.0
3.643995153492882 4.0
3.883148227085376 4.0
3.883148227085376 5.0
4.194573752431348 5.0
4.196256573368774 6.0
4.196256573368774 5.0
4.387038106428486 5.0
4.387038106428486 6.0
4.938227812795737 6.0
4.938227812795737 5.0
4.985035423564645 5.0
4.985035423564645 4.0
5.060840061256592 4.0
5.060840061256592 3.0
5.4687215197212 3.0
5.4687215197212 2.0
5.521893157259171 2.0
5.521893157259171 1.0
6.057115910027466 1.0
6.057115910027466 2.0
6.367156549278707 2.0
6.367156549278707 1.0
6.782289242076248 1.0
6.782289242076248 2.0
6.826337051258654 2.0
6.826337051258654 1.0
7.162257117329275 1.0
7.162257117329275 2.0
7.447040277817399 2.0
7.447040277817399 3.0
7.711116100142012 3.0
7.712365129915344 4.0
7.712365129915344 4.0
7.921416270184807 4.0
7.921416270184807 3.0
8.24929260444558 3.0
8.24929260444558 2.0
8.618342693760317 2.0
8.618342693760317 3.0
9.263282085022777 3.0
9.263282085022777 2.0
9.325654812177756 2.0
9.325654812177756 3.0
9.33866241127372 3.0
9.33866241127372 2.0
9.447687557336602 2.0
9.447687557336602 3.0
10.13522129439659 3.0
# clientID #1
0.0 0.0
0.0 0.0
0.3643961169170886 0.0
0.3643961169170886 1.0
2.372208087167442 1.0
2.372208087167442 2.0
2.391607045370752 2.0
2.391607045370752 3.0
2.535390579465965 3.0
2.535390579465965 4.0
2.562467066557474 4.0
2.562467066557474 5.0
3.1345768571204 5.0
3.1345768571204 6.0
3.227215965647485 6.0
3.227215965647485 7.0
3.230823666237945 7.0
3.230823666237945 8.0
3.420454870685659 8.0
3.420454870685659 9.0
3.766468988165244 9.0
3.766468988165244 10.0
3.939401111350548 10.0
3.939401111350548 11.0
4.200602482243104 11.0
4.200602482243104 12.0
4.661368071155973 12.0
4.661368071155973 13.0
5.784058070392754 13.0
5.784058070392754 14.0
6.24256027495634 14.0
6.24256027495634 15.0
6.604633678689782 15.0
6.604633678689782 16.0
7.012902813257874 16.0
7.012902813257874 17.0
7.073941968421761 17.0
7.073941968421761 18.0
7.80799835287065 18.0
7.80799835287065 19.0
7.862413383935636 19.0
7.862413383935636 20.0
8.401082684487237 20.0
8.401082684487237 21.0
8.505505342078646 21.0
8.505621924898223 22.0
8.505621924898223 22.0
9.492007815683984 22.0
9.492007815683984 23.0
9.590840995735258 23.0
9.590840995735258 24.0
10.08260189251345 24.0
# clientID #2
0.0 0.0
0.0 0.0
0.0303417564149305 0.0
0.0303417564149305 1.0
1.864977076538016 1.0
1.864977076538016 2.0
2.34227952761733 2.0
2.34227952761733 3.0
2.548067134400825 3.0
2.548067134400825 4.0
3.323750871250525 4.0
3.323750871250525 5.0
4.629896904083747 5.0
4.629896904083747 6.0
4.96570182356996 6.0
4.96570182356996 7.0
5.097930530045399 7.0
5.097930530045399 8.0
5.282718184559054 8.0
5.282718184559054 9.0
5.609499420708257 9.0
5.609499420708257 10.0
6.17552218256802 10.0
6.17552218256802 11.0
6.184276665073186 11.0
6.184276665073186 12.0
6.592130488664747 12.0
6.592130488664747 13.0
6.95746215709523 13.0
6.95746215709523 14.0
7.264392882959144 14.0
7.264392882959144 15.0
8.026317769229289 15.0
8.026317769229289 16.0
8.29662494111427 16.0
8.29662494111427 17.0
8.333256000130675 17.0
8.335191573439085 18.0
8.335191573439085 18.0
9.154776373166227 18.0
9.154776373166227 19.0
9.234859864537212 19.0
9.234859864537212 20.0
9.314552556528207 20.0
9.314552556528207 21.0
9.329301802469432 21.0
9.331024147082175 22.0
9.331024147082175 22.0
9.446810251217043 22.0
9.446810251217043 23.0
10.04409468237078 23.0
# clientID #3
0.0 0.0
0.0 0.0
0.2940962724402506 0.0
0.2940962724402506 1.0
1.231724632358949 1.0
1.231724632358949 2.0
1.319513588289708 2.0
1.319513588289708 3.0
1.837197682874431 3.0
1.837197682874431 4.0
3.307606583044247 4.0
3.307606583044247 5.0
3.488331254618258 5.0
3.488331254618258 6.0
3.507595795369256 6.0
3.507595795369256 7.0
4.602791644691993 7.0
4.602791644691993 8.0
4.729994699624038 8.0
4.729994699624038 9.0
4.949159491594176 9.0
4.949159491594176 10.0
5.029107766587162 10.0
5.029107766587162 11.0
5.703388064945817 11.0
5.703388064945817 12.0
6.401975499340061 12.0
6.403157497432216 13.0
6.403157497432216 13.0
7.838867173372591 13.0
7.838867173372591 14.0
10.10155645479627 14.0
# clientID #4
0.0 0.0
0.0 0.0
0.8896818586212301 0.0
0.8896818586212301 1.0
0.9259821239131977 1.0
0.9259821239131977 2.0
2.232134423445142 2.0
2.232134423445142 3.0
2.250041687980079 3.0
2.250041687980079 4.0
2.265797620545768 4.0
2.265797620545768 5.0
2.759104440134569 5.0
2.759104440134569 6.0
2.843435926904287 6.0
2.843435926904287 7.0
2.945216026045419 7.0
2.945216026045419 8.0
3.154134929529108 8.0
3.154134929529108 9.0
3.262004853956137 9.0
3.262004853956137 10.0
3.561823796352153 10.0
3.561823796352153 11.0
3.604727006468953 11.0
3.604727006468953 12.0
4.269084316776156 12.0
4.269084316776156 13.0
4.424597628962744 13.0
4.424597628962744 14.0
4.642796761606092 14.0
4.642796761606092 15.0
4.997660439429066 15.0
4.997660439429066 16.0
5.292427438562846 16.0
5.292427438562846 17.0
5.71611912812282 17.0
5.71611912812282 18.0
6.335005999809214 18.0
6.335005999809214 19.0
6.607561997377108 19.0
6.607561997377108 20.0
7.548821441109347 20.0
7.548821441109347 21.0
7.660184244995999 21.0
7.660184244995999 22.0
7.94112263704516 22.0
7.94112263704516 23.0
8.041951931863766 23.0
8.041951931863766 24.0
8.046232530482495 24.0
8.046232530482495 25.0
8.725261490877312 25.0
8.725261490877312 26.0
8.729521803880298 26.0
8.729521803880298 27.0
8.912318419517655 27.0
8.912318419517655 28.0
9.060845633174894 28.0
9.060845633174894 29.0
10.20064055855245 29.0
# clientID #5
0.0 0.0
0.0 0.0
0.1745699874788693 0.0
0.1745699874788693 1.0
0.3001019205465328 1.0
0.3001019205465328 2.0
0.9534290116075712 2.0
0.9534290116075712 3.0
1.523971913832249 3.0
1.523971913832249 4.0
1.783836349132115 4.0
1.783836349132115 5.0
2.505737283393652 5.0
2.505737283393652 6.0
2.547509277608603 6.0
2.547509277608603 7.0
2.678159470425278 7.0
2.678159470425278 8.0
4.416954756258506 8.0
4.416954756258506 9.0
4.516270185343203 9.0
4.516270185343203 10.0
5.375716195556905 10.0
5.375716195556905 11.0
5.69497383905466 11.0
5.69497383905466 12.0
6.30708560045965 12.0
6.30708560045965 13.0
6.558728137973791 13.0
6.558728137973791 14.0
7.3610838772965 14.0
7.3610838772965 15.0
7.733486049382728 15.0
7.733486049382728 16.0
8.601803468774436 16.0
8.601803468774436 17.0
10.10262900294005 17.0
# clientID #6
0.0 0.0
0.0 0.0
0.9425546779767597 0.0
0.9425546779767597 1.0
1.963037875687054 1.0
1.963037875687054 2.0
2.220827031297611 2.0
2.220827031297611 3.0
3.034454502163241 3.0
3.034454502163241 4.0
4.579005497877605 4.0
4.579005497877605 5.0
4.87995193294807 5.0
4.87995193294807 6.0
5.602611046893642 6.0
5.602611046893642 7.0
6.271756919790411 7.0
6.271756919790411 8.0
6.597491960303221 8.0
6.597491960303221 9.0
7.476750063283014 9.0
7.476750063283014 10.0
7.862878881696544 10.0
7.862878881696544 11.0
7.934195702650538 11.0
7.934195702650538 12.0
8.726172847429837 12.0
8.726172847429837 13.0
9.596820329559344 13.0
9.596820329559344 14.0
9.607417328685795 14.0
9.607417328685795 15.0
9.63749546122457 15.0
9.63749546122457 16.0
10.15617995313264 16.0
# clientID #7
0.0 0.0
0.0 0.0
1.189549688931521 0.0
1.189549688931521 1.0
1.425635237109492 1.0
1.425635237109492 2.0
1.596433690279374 2.0
1.596433690279374 3.0
1.692420969007359 3.0
1.692420969007359 4.0
2.008133647659187 4.0
2.008133647659187 5.0
2.15916155000601 5.0
2.15916155000601 6.0
3.632943036833443 6.0
3.632943036833443 7.0
3.696239774146145 7.0
3.696239774146145 8.0
3.988413239435654 8.0
3.988413239435654 9.0
4.465344246618022 9.0
4.465344246618022 10.0
4.819069285338192 10.0
4.819069285338192 11.0
4.838126742411033 11.0
4.838126742411033 12.0
4.998539960850409 12.0
4.998539960850409 13.0
5.145833534737203 13.0
5.145833534737203 14.0
5.465122685407816 14.0
5.465122685407816 15.0
5.508084091339751 15.0
5.508084091339751 16.0
6.797237339831882 16.0
6.797237339831882 17.0
6.903058030877452 17.0
6.903058030877452 18.0
7.33761055901471 18.0
7.33761055901471 19.0
9.147503864825508 19.0
9.147503864825508 20.0
9.25809100178872 20.0
9.25809100178872 21.0
10.19833578274266 21.0
# clientID #8
0.0 0.0
0.0 0.0
0.08840850840318015 0.0
0.08840850840318015 1.0
0.3874094132099185 1.0
0.3874094132099185 2.0
0.856670577152695 2.0
0.856670577152695 3.0
1.162722149057175 3.0
1.162722149057175 4.0
1.539267154407581 4.0
1.539267154407581 5.0
1.553129815911604 5.0
1.553129815911604 6.0
1.563995920444577 6.0
1.563995920444577 7.0
1.79147100686376 7.0
1.79147100686376 8.0
1.828337998991243 8.0
1.828337998991243 9.0
2.023091912706094 9.0
2.023091912706094 10.0
4.755609973493943 10.0
4.755609973493943 11.0
5.126178482940943 11.0
5.126178482940943 12.0
5.258520820063008 12.0
5.258520820063008 13.0
5.607246607141548 13.0
5.607246607141548 14.0
6.022206936546195 14.0
6.022206936546195 15.0
6.109494849555339 15.0
6.109494849555339 16.0
6.560971453284321 16.0
